asset_type,type_descr,dedication,orientatio,plaque,manufactur,plaque_spo,finish_typ,asset_clas,asset_cd,location_d,steward,maintained,maint_info,life_cycle
5.000000000000000,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,,SAN123,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,MAGLIN FURNITURE,,POWDER COATED,,WSP042,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,09H899,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,DNC100,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,EVE915,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
3.000000000000000,MEMORIAL BENCH,A A JURISIC,W,PRESENT,,,LACQUERED WOOD,,BRT356,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,HIL056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 3,DNC102,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,GDL881,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,NATURAL WOOD,,WSP005,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,PORTABLE,RIC700,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,SKR402,,CALGARY PARKS,CALGARY PARKS,12' LONG PICNIC TABLE,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,PAINTED,,DNC100,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,CHV960,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PLASTICIZED,,CHW375,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,OGD800,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,,W,,,,LACQUERED WOOD,,RIC700,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,BED592,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,,,,,SPH989,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,COR351,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,PROJECT MANAGER M WONG,BLN003,,CALGARY PARKS,CALGARY PARKS,BACKLESS,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,CUR005,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED
3.000000000000000,MEMORIAL BENCH,BILL BORGER,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 3,BRT346,SANDY BEACH E-NEAR FOOTBRIDGE,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
3.000000000000000,MEMORIAL BENCH,JOHN SIMONOT,N,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,DIS100,GRIFFITH'S WOODS NEXT TO ELBOW RIVER,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,FLD ACR 3,RIV840,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,"AS PER M REID; REMOVED DUE TO CONSTRUCTION, NOT FLOOD;  acr 2",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,,MCT801,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,NATURAL WOOD,,MCT835,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,,ALT702,,CALGARY PARKS,CALGARY PARKS,"2021/06/07: NO BACK, WOOD SEAT",ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,NATURAL WOOD,,DOV030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,,,HIL477,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,GPK056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
3.000000000000000,MEMORIAL BENCH,Dedicated to ...,NE,PRESENT,,PRIVATE,TO BE IDENTIFIED,PARKS FOUNDATION PROJECT,GPK056,,CALGARY PARKS,CALGARY PARKS,MODEL: MHVI6 (CHAIR FORM)WITH BENCH PLAQUE BY OTHER,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,LACQUERED WOOD,,WIN310,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 3,POI503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
3.000000000000000,MEMORIAL BENCH,THE ALLEN FAMILY,W,PRESENT,,PARKS FOUNDATION,NATURAL WOOD,,RAM415,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,ING013,,CALGARY PARKS,CALGARY PARKS,"BACKLESS BENCH WITH NO ARM RESTS; PRODUCT #BDG2-Series D, WILCO; FLAT BLACK COLOR, CEDAR SIKKENS FINISH",ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,DAL070,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,LACQUERED WOOD,,DIS200,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PLASTICIZED,,GRI829,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PLASTICIZED,,BRI710,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,,S,,,,LACQUERED WOOD,,BRD495,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PLASTICIZED,METAL,HAM136,,CALGARY PARKS SHARED,OPTIONAL AMENITIES AGREEMENT,OAA EXPIRES 2026/03/01-SEE REPOSITORY R:\AGREEMENTS\OPTIONAL AMENITY AGREEMENTS,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,EDG155,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,2015_ACR 3 ASSET DISCOVERED,BRD774,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PLASTICIZED,,APP902,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,WES099,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,CHA283,,CALGARY SEPARATE SCHOOL BOARD,CALGARY SEPARATE SCHOOL BOARD,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,UMR308,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,,,NATURAL WOOD,,LIV002,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,BOULDER,,PCK008,,CALGARY PARKS,DEVELOPER CONSTRUCTION,RUNDLE FEATURE BOULDERS/INFORMAL SEATING,INSTALLED
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,NATURAL WOOD,,EAU131,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,,SDC436,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,,2019/04/08: USED WARRANTY DATE FROM CCC FOR FAC,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,INVESTIGATE OWNERSHIP,DNC101,,CALGARY ROADS,CALGARY ROADS,,ACTIVE
5.000000000000000,PARKS BENCH,,NE,,,,NATURAL WOOD,,GDL818,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,,REST BENCH. FINISH TYPE TBD,SET014,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,POWDER COATED,,MLR413,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,"AS PER M REID; REMOVED DUE TO CONSTRUCTION, NOT FLOOD;  acr 2",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,COV945,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,BLN004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PLASTICIZED,,MCT831,,CALGARY PARKS,CALGARY PARKS,DUAL BENCH WITH NE & SW ORIENTATION,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,,CRA112,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,NATURAL WOOD,,SHN626,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PLASTICIZED,,SCE403,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,MOR292,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,DOV780,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,RAM023,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,PAINTED,,RAN030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,SSD560,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,STONE OR OTHER WITHOUT FINISH,CONCRETE,BRD890,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
4.000000000000000,MEMORIAL PICNIC TABLE,"PLAYGROUND SUPPORTED BY PARKS FOUNDATION CALGARY, THE CALGARY FLAMES FOUNDATION,MID SUN COMMUNITY ASSOCIATION,ALL THE COMMUNITY VOLUNTEERS",,PRESENT,,,LACQUERED WOOD,,SDC618,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
3.000000000000000,MEMORIAL BENCH,RUSSELL & MICHON LEANNE FLOEN,S,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,GPK704,N GLENMORE PRK-INTERIOR,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,GLA621,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,LACQUERED WOOD,,WSP029,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,LACQUERED WOOD,BACKLESS,SAD021,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,CSC002,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
3.000000000000000,MEMORIAL BENCH,JACK & EVELYN,S,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,PKD503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,REN125,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,QPK065,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
3.000000000000000,MEMORIAL BENCH,,E,NOT INSTALLED,,PARKS FOUNDATION,LACQUERED WOOD,INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,GLA621,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,CHR904,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,SHG920,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,NATURAL WOOD,GREENWAY; 2017/09/07: PARKS FOUNDATION DESIGN - NO PLANS OR CCC/FAC DOCS SUBMITTED; NO RESPONSE FROM J SWARTZ-PARKS PLANNER; MADE ACTIVE AS PER D FAIRBROTHER; GREENWAY,SIG999,,CALGARY PARKS,CALGARY PARKS,GREENWAY,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,HID241,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,NATURAL WOOD,,ROY308,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,PKL527,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,CAN343,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,NATURAL WOOD,,12B001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,,N,,,,LACQUERED WOOD,,MNI415,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,,2022/09/27: AS PER J PAPINEAU PARKS ASSETS TO BE FACD WHEN WATER RESOURCES FAC THEIR ASSETS.  SEE R:\Subdivision_Development\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\VARSITY\VAR456_DALE HODGES PARK,VAR456,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED
3.000000000000000,MEMORIAL BENCH,ROBERT JOHN LINDSAY TAYLOR & MARION TERESA CRANDELL TAYLOR,E,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,STA544,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
5.000000000000000,PARKS BENCH,,NW,,,,PAINTED,,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
3.000000000000000,MEMORIAL BENCH,ELIZABETH (BETTY) AGNES WALLER,SE,PRESENT,,PARKS FOUNDATION,NATURAL WOOD,FL ACR 2,ING999,INGLEWOOD BIRD SANCTUARY BENCH #2,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
3.000000000000000,MEMORIAL BENCH,DEDICATED TO.....,N,PRESENT,,,,,HIL495,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,LACQUERED WOOD,,PAN077,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,LACQUERED WOOD,2018/01/29: PRAIRIE WINDS PARK REDEVELOPMENT; PROJECT MANAGER M WONG,WES099,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,RAM415,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,,COV115,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,,EAU131,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,,N,,,,LACQUERED WOOD,,SPR049,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,COMPOSITE WITHOUT FINISH,,RIC850,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,DISCOVERED ASSET,KEL116,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,WHI019,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,BOULDER,,LIV012,,CALGARY PARKS,CALGARY PARKS,STACKABLE RIVERSTONE MINING BOUDER,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PLASTICIZED,,APP903,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,DNC101,,CALGARY ROADS,CALGARY ROADS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,SCE410,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,,,ACA192,,CALGARY PARKS,CALGARY PARKS,2018/08/20: INSTALL DATES ARE NOT CONSISTENT; USED FINAL MAINTENANCE CERTIFICATE DATE FOR OFF LEASH FOR ACTIVE DATE,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,CHV960,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,,ROX263,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,NATURAL WOOD,,RIV883,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PLASTICIZED,,ABP799,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,DNC100,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,POWDER COATED,,BNK852,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,LACQUERED WOOD,,SAD010,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,,SE,NOT APPLICABLE,,,POWDER COATED,2017/11/09: M WONG - ESTABLISHED COMMUNITY UPGRADES; FINAL MAINTENANCE CERTIFICATE ISSUED; USED THAT DATE FOR FAC/ACTIVE DATE; INSTALL DT EXISTING-CAME FROM PREVIOUS CHANGE REQUESTS-USED IN CCC DT,SPR778,,CALGARY PARKS,CALGARY PARKS,MAGLIN,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,ACR 3,EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
3.000000000000000,MEMORIAL BENCH,BILL & VIOLET KIRBY,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,BRT346,BRITANNIA DRIVE ON RIDGE BETWEEN CRESCENT BLVD & 49TH ST. SW,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
3.000000000000000,MEMORIAL BENCH,"PAUL WILLIAM JONES, JACK JAMIESON",W,PRESENT,,,RECYCLED PLASTIC / COMPOSITE,,SIL251,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
3.000000000000000,MEMORIAL BENCH,FOREVER IN OUR HEARTS AARON BENJAMIN CRAIG,SE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,"2015_ACR 2 NEW ASSET DISCOVERED, WOOD APPEARS TO HAVE BEEN STAINED BUT MOST OF STAIN IS GONE",ING999,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,N,NOT APPLICABLE,,,DECORATIVE MATERIAL,2015_ACR 2,CGR208,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,,GPK704,,CALGARY PARKS,CALGARY PARKS,2022/02/07: AS PER R MAY FAC REJECTED IN 2021,INSTALLED
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,NATURAL WOOD,,WSP034,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,LACQUERED WOOD,,HID241,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,,,RID200,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,MAGLIN,,,GREENWAY: 2022/07/08: MLB400 WHCA BENCH,ABB557,,CALGARY PARKS,CALGARY PARKS,GREENWAY,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,DNC100,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,,,HIL477,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE
6.000000000000000,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,,SOC642,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED
5.000000000000000,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,NATURAL WOOD,,MCI092,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE
3.000000000000000,MEMORIAL BENCH,ROBERT A QUINTON & WILLA V QUINTON,SE,PRESENT,,PARKS FOUNDATION,PAINTED,,RID200,PARKHILL-W OF 34AVE&4STSW BY PIONEERS CLUB.,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,COMPOSITE WITHOUT FINISH,,ROC005,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,POWDER COATED,,VAL718,,CALGARY PARKS,CALGARY PARKS,,ACTIVE
5.000000000000000,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,,,CSC003,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED
