site_name,Park_Type,Shape_Length,Shape_Area
,NON-PARK,171.064108044688254,483.770136324441069
HUNTINGTON HILLS COMMUNITY ASSOC; 78 AVE & CENTRE ST N TRANSIT PARK AND RIDE,COMMUNITY PARK,2640.670262548338087,91805.466631899849745
,SUBNEIGHBOURHOOD PARK,403.021601146346029,1189.603522774206795
,SUBNEIGHBOURHOOD PARK,420.690236447975565,2294.394637480008896
,SUBNEIGHBOURHOOD PARK,205.477017964093335,2176.271909863805377
,NEIGHBOURHOOD PARK,1462.661709329283212,28339.563299129389634
,SUBNEIGHBOURHOOD PARK,213.044522375830752,2899.751754285970947
,SUBNEIGHBOURHOOD PARK,249.997469424626360,3723.434218035162758
FALCONRIDGE ELEM,NEIGHBOURHOOD PARK,1145.609897512007365,38285.928269828895282
ALEX MUNRO ELEM; ST HUBERT ELEM,COMMUNITY PARK,1401.516869347296506,88810.189722451483249
,SUBNEIGHBOURHOOD PARK,186.860068582446900,2206.907783174734504
,SUBNEIGHBOURHOOD PARK,163.958405389325151,1386.443452631998071
,LINEAR PARK,153.851046503471764,1043.240480168363547
,SUBNEIGHBOURHOOD PARK,249.008892106504305,1626.968104897414605
,SUBNEIGHBOURHOOD PARK,580.691398343810647,3746.669505043544177
,LINEAR PARK,107.994395311172937,583.153598025112387
,SUBNEIGHBOURHOOD PARK,343.927711166954168,2511.588981402997433
CROSSROADS COMMUNITY ASSOC,NEIGHBOURHOOD PARK,844.633989735885962,31711.374073895512993
,SUBNEIGHBOURHOOD PARK,470.652709908127520,13241.978416862028098
,SUBNEIGHBOURHOOD PARK,178.397871929141303,2300.320035662623468
,SUBNEIGHBOURHOOD PARK,592.316764956200018,2572.464654019515820
,SUBNEIGHBOURHOOD PARK,139.127116539757594,1195.970512931068697
,SUBNEIGHBOURHOOD PARK,262.157574069348414,3641.247600130782303
KILLARNEY ELEM,NEIGHBOURHOOD PARK,883.840228591590630,44326.254182810698694
HILLHURST SUNNYSIDE COMMUNITY CENTRE,NEIGHBOURHOOD PARK,637.576710859742093,25931.064445547075593
,SUBNEIGHBOURHOOD PARK,146.718397374912826,1346.665425500938227
KINGSLAND ELEM (FORMER),NEIGHBOURHOOD PARK,798.915821444588119,30703.247918567074521
LAKE BONAVISTA ELEM,NEIGHBOURHOOD PARK,783.987034225928483,37780.699999936157838
RIVERSIDE PARK,SUBNEIGHBOURHOOD PARK,563.147507491791885,13762.466873666688116
DALHOUSIE ELEM,NEIGHBOURHOOD PARK,763.639983253887522,36764.351119167862635
,COMMUNITY PARK,1893.191975890801359,89741.713407620132784
,SUBNEIGHBOURHOOD PARK,180.906198851584406,2044.185355222123235
,SUBNEIGHBOURHOOD PARK,163.690174609729070,1577.181833108797491
,COMMUNITY PARK,2545.173850568079615,94506.029019975583651
,SUBNEIGHBOURHOOD PARK,155.299162668980671,1359.544622719019799
,COMMUNITY PARK,1391.008055376049015,85173.211868224054342
,LINEAR PARK,102.190903677807597,548.580886572751183
,NEIGHBOURHOOD PARK,1134.803110023810632,41481.252876059996197
ST CLARE ELEM,COMMUNITY PARK,1610.907265048183035,61555.819230562854500
,SUBNEIGHBOURHOOD PARK,195.309602648654277,2251.794106143659064
,SUBNEIGHBOURHOOD PARK,197.628053202201812,2125.216140836126215
CORAL SPRINGS GREENWAY,REGIONAL PARK,4590.743763567353199,11197.516900244761928
,NEIGHBOURHOOD PARK,2125.118615220280390,45062.963048679353960
,SUBNEIGHBOURHOOD PARK,209.062796707769735,2067.483772524303276
,SUBNEIGHBOURHOOD PARK,193.034722040630498,2261.800881528688933
,LINEAR PARK,101.453003662680715,460.799190616882242
,LINEAR PARK,119.927881360071353,749.568863596174083
,LINEAR PARK,99.610914926257195,468.667246117876687
,LINEAR PARK,177.497456978418768,591.068726098308730
,SUBNEIGHBOURHOOD PARK,152.740105915075844,841.334255336101592
,SUBNEIGHBOURHOOD PARK,186.533646295636430,2188.193764222104164
,SUBNEIGHBOURHOOD PARK,579.064801692150695,2957.340689480976380
,SUBNEIGHBOURHOOD PARK,318.463431630304058,3564.265437032308455
,SUBNEIGHBOURHOOD PARK,120.008838463299739,486.855443200470745
,SUBNEIGHBOURHOOD PARK,205.610604951559026,2138.000433661553416
,SUBNEIGHBOURHOOD PARK,138.205908670262744,933.104635746271811
,SUBNEIGHBOURHOOD PARK,271.316416523226394,1923.166722722918621
WEST DALHOUSIE SCHOOL,NEIGHBOURHOOD PARK,780.916772270631782,36774.943571257681469
,COMMUNITY PARK,4546.828307184488040,55204.627006093418458
,SUBNEIGHBOURHOOD PARK,355.374674279536578,3645.491520937426230
,SUBNEIGHBOURHOOD PARK,204.674258871173322,2386.004230298539824
,SUBNEIGHBOURHOOD PARK,193.406167209811258,2313.274285960269481
,SUBNEIGHBOURHOOD PARK,236.552779437705254,2186.051766829296412
CENTENNIAL PLANETARIUM; COMTEMPORARY CALGARY,NON-PARK,673.297259755130540,21043.717310866300977
KEELER ELEM; HOLY REDEEMER ELEM,COMMUNITY PARK,1034.153682735430039,62232.442778725497192
,SUBNEIGHBOURHOOD PARK,233.555600945410191,3368.735469480567644
,COMMUNITY PARK,1271.033663735566051,55137.638603241546662
,SUBNEIGHBOURHOOD PARK,339.903309672688977,3560.143903162378592
HAWKWOOD ELEM; ST MARIA GORETTI ELEM,DISTRICT PARK,1834.057905946377332,122291.977764807525091
,SUBNEIGHBOURHOOD PARK,194.148777171828073,2089.547502878240266
,NEIGHBOURHOOD PARK,1203.556603092008572,29837.566507945102785
,SUBNEIGHBOURHOOD PARK,198.588231612933271,2498.773035945783704
,SUBNEIGHBOURHOOD PARK,135.016852527906423,1084.553135152357072
,SUBNEIGHBOURHOOD PARK,179.364533933107907,2068.488731602868029
EDGEMONT ELEM,COMMUNITY PARK,1112.421432573268476,73434.713508366316091
TOM BAINES JR HIGH SCHOOL,NEIGHBOURHOOD PARK,844.688231354747586,38690.469516361896240
FAIRVIEW ELEM & JR HIGH; LE ROI DANIELS SCHOOL,COMMUNITY PARK,991.674532518646970,59415.986800351754937
,SUBNEIGHBOURHOOD PARK,188.500385031582425,2215.472092677101955
,SUBNEIGHBOURHOOD PARK,227.233185491870728,2367.593464115460847
MOTHER MARY GREENE ELEM,NEIGHBOURHOOD PARK,797.384585644188405,38198.133157741067407
,NEIGHBOURHOOD PARK,1678.316627948553560,33370.123237452993635
,SUBNEIGHBOURHOOD PARK,279.126581955975780,1774.912789758656572
,SUBNEIGHBOURHOOD PARK,248.596480133880561,3749.037021648112841
,SUBNEIGHBOURHOOD PARK,209.140097371426293,2361.917029055305193
,SUBNEIGHBOURHOOD PARK,254.171738760175856,3931.740891130972614
,SUBNEIGHBOURHOOD PARK,230.410701644725805,3517.574587953743503
,SUBNEIGHBOURHOOD PARK,210.215118150961558,2553.191908087433603
JOHN PAUL II SCHOOL,NEIGHBOURHOOD PARK,699.072418682228772,27499.315289756177663
,SUBNEIGHBOURHOOD PARK,186.227443326719083,2183.747209093809488
,SUBNEIGHBOURHOOD PARK,129.815602297133665,1097.076189147962168
,SUBNEIGHBOURHOOD PARK,310.893385790341142,1283.994371272384569
,SUBNEIGHBOURHOOD PARK,200.197011313458432,2513.567199945371613
,SUBNEIGHBOURHOOD PARK,201.220740558823422,2239.019355407938292
O S GEIGER ELEM,COMMUNITY PARK,920.918846195877677,50522.045861093327403
,SUBNEIGHBOURHOOD PARK,201.066339255672659,2253.088824652963922
,SUBNEIGHBOURHOOD PARK,190.854127110938464,2195.970392390569032
,SUBNEIGHBOURHOOD PARK,78.494972319624139,300.651759586791798
,SUBNEIGHBOURHOOD PARK,464.008906053537771,3870.405524690824222
BELVEDERE PARKWAY SCHOOL,NEIGHBOURHOOD PARK,1074.242318230838464,48579.369893518596655
,SUBNEIGHBOURHOOD PARK,297.577279871792200,3437.917357258881566
MONSIGNOR A J HETHERINGTON ELEM; DON HARTMAN SPORTSPLEX,COMMUNITY PARK,1395.321640337239614,80477.365604931022972
,NON-PARK,29.957444943776860,46.942376701828465
,SUBNEIGHBOURHOOD PARK,225.889157155017841,2813.594938833164633
NIITSITAPI LEARNING CENTRE SCHOOL,NEIGHBOURHOOD PARK,845.745115159097963,40702.407334316820197
,SUBNEIGHBOURHOOD PARK,155.872215003874658,1106.736413266186901
,SUBNEIGHBOURHOOD PARK,143.448495753588247,1313.993630381658022
,SUBNEIGHBOURHOOD PARK,218.824094578805614,2226.135987621008553
BOWNESS HIGH SCHOOL; BOWNESS COMMUNITY ASSOC,COMMUNITY PARK,1007.681387578886529,59027.002099175530020
OUR LADY OF THE ASSUMPTION ELEM & JR HIGH,COMMUNITY PARK,983.293836610246217,61161.288310829397233
,NEIGHBOURHOOD PARK,1415.354699203344808,15786.104059536643035
,SUBNEIGHBOURHOOD PARK,181.370207251533543,2130.586358440510594
,SUBNEIGHBOURHOOD PARK,239.930817601327959,3603.994519069793114
,SUBNEIGHBOURHOOD PARK,214.511904069140428,2285.960712321494611
,LINEAR PARK,130.968737769066962,747.848616427441584
BISHOP CARROLL SENIOR HIGH,COMMUNITY PARK,1154.728513746100361,72736.522733514124411
DEER RUN ELEM,COMMUNITY PARK,1838.718373428719815,111077.862203067692462
,SUBNEIGHBOURHOOD PARK,206.007376846340065,2432.792003654778455
,SUBNEIGHBOURHOOD PARK,238.393269020736710,2818.687713383952087
,SUBNEIGHBOURHOOD PARK,445.381023777678934,3054.258724187690859
,SUBNEIGHBOURHOOD PARK,225.154043172034790,2584.070209545594480
SADDLE RIDGE GREENWAY,REGIONAL PARK,3358.617509432404404,8593.205040157030453
,NEIGHBOURHOOD PARK,2451.113025204615042,28568.201854627543071
,NEIGHBOURHOOD PARK,1857.472881200408210,36005.084876332097338
,SUBNEIGHBOURHOOD PARK,225.177539709390174,2592.453499273583930
,SUBNEIGHBOURHOOD PARK,196.763836621228847,2363.312631694584070
,SUBNEIGHBOURHOOD PARK,200.313740772825071,2316.482258723499399
CEDARBRAE ELEM,NEIGHBOURHOOD PARK,749.203811559648557,36294.370397514670913
ST CYRIL ELEM & JR HIGH,COMMUNITY PARK,1547.401242284623095,114327.142440559255192
,COMMUNITY PARK,4579.924518473061653,112174.435114889522083
,SUBNEIGHBOURHOOD PARK,212.994400563571190,2859.441496992623797
FATHER LACOMBE HIGH SCHOOL; HOLY FAMILY ELEM,COMMUNITY PARK,1630.653041895091064,112213.124066972828587
,REGIONAL PARK,1477.873931229382151,69042.654397139558569
BISHOP KIDD JR HIGH,NEIGHBOURHOOD PARK,939.272696965188516,45727.655082521188888
SIR WILFRID LAURIER JR HIGH SCHOOL; RADISSON PARK ELEM,COMMUNITY PARK,1009.784869692939083,54183.516173606694792
,SUBNEIGHBOURHOOD PARK,559.380291523757251,12336.768794130144670
,SUBNEIGHBOURHOOD PARK,239.910194534198268,2034.464629985194051
,SUBNEIGHBOURHOOD PARK,224.366708672043956,2154.403543920259381
,SUBNEIGHBOURHOOD PARK,189.044422968275512,1528.728448692109168
,SUBNEIGHBOURHOOD PARK,304.764220938293590,3798.955046813875924
BRAESIDE ELEM,NEIGHBOURHOOD PARK,955.207948452705864,46908.020198850892484
,COMMUNITY PARK,1126.135851054119257,52509.293977338631521
,NEIGHBOURHOOD PARK,978.838595172453324,34648.574367596040247
JOHN W COSTELLO ELEM,COMMUNITY PARK,1334.765612985364214,62868.736653981002746
,SUBNEIGHBOURHOOD PARK,470.109026227555546,2442.341731892614007
,NEIGHBOURHOOD PARK,1473.311392893277798,29446.467991664430883
,SUBNEIGHBOURHOOD PARK,315.866315829157827,3247.640557015902232
,COMMUNITY PARK,1899.086407884405617,58783.926641162463056
,SUBNEIGHBOURHOOD PARK,202.406839828280823,2251.271509237361443
,SUBNEIGHBOURHOOD PARK,217.568570220983332,2623.113575377723009
,SUBNEIGHBOURHOOD PARK,216.365931102101968,2339.773032692628931
,SUBNEIGHBOURHOOD PARK,258.065789471374899,1803.375096953864386
,COMMUNITY PARK,1006.339436910507175,45959.610926007248054
,SUBNEIGHBOURHOOD PARK,207.424515801287100,2260.471208194087012
,SUBNEIGHBOURHOOD PARK,199.468513104065266,2272.769949756780079
,NEIGHBOURHOOD PARK,1069.919183758514464,48560.518872118060244
SIBYLLA KIDDLE SCHOOL,NEIGHBOURHOOD PARK,877.531454133427474,44238.726985139095632
,SUBNEIGHBOURHOOD PARK,265.911997690106091,3255.863798861858868
,SUBNEIGHBOURHOOD PARK,272.948829029113256,1278.317758094908640
,LINEAR PARK,106.822662570105095,604.115066370082445
,COMMUNITY PARK,1042.866140163042473,67708.048690608440666
,SUBNEIGHBOURHOOD PARK,306.367476314990938,3531.058202367356444
,SUBNEIGHBOURHOOD PARK,193.385765775445407,2211.771040710678335
,COMMUNITY PARK,1442.138991624378832,82197.658575728390133
,SUBNEIGHBOURHOOD PARK,310.145208652775864,2614.787582917109376
,SUBNEIGHBOURHOOD PARK,188.693007635124644,2167.321686925532049
ARBOUR LAKE JR HIGH,COMMUNITY PARK,1688.747788488377182,82356.053974245209247
,NEIGHBOURHOOD PARK,781.610417368657068,30414.053591518313624
,SUBNEIGHBOURHOOD PARK,221.317776802802712,2027.089199517723046
,NEIGHBOURHOOD PARK,2131.467174458044155,42067.779000409194850
,NON-PARK,25.624464461922553,37.854880176668757
,SUBNEIGHBOURHOOD PARK,748.332132664032315,19208.447069598649250
,SUBNEIGHBOURHOOD PARK,236.315098035116478,2853.444132149060351
,SUBNEIGHBOURHOOD PARK,246.903067956447444,2072.898499900228671
KENNETH D TAYLOR ELEM,NEIGHBOURHOOD PARK,1290.761436680586257,48052.533190875627042
SCOTTISH NURSING HOME PARK,SUBNEIGHBOURHOOD PARK,390.617107796144808,3781.613555000945325
ABBEYDALE ELEM,COMMUNITY PARK,1397.370899349690717,71541.714245437644422
,SUBNEIGHBOURHOOD PARK,262.298858310759954,2534.528167362643217
,SUBNEIGHBOURHOOD PARK,185.968006691256676,2203.919685114755794
,SUBNEIGHBOURHOOD PARK,203.498421561629243,2322.981066638019001
,SUBNEIGHBOURHOOD PARK,176.453772899984386,1319.771397322387884
SCENIC ACRES SCHOOL; MONSIGNOR E L DOYLE ELEM,COMMUNITY PARK,1743.195166842652043,104661.753458864244749
,NEIGHBOURHOOD PARK,850.657499885023185,25674.696370648103766
MONTGOMERY JR HIGH; FFCA HIGH SCHOOL,COMMUNITY PARK,1556.269520840570976,101219.896917418707744
,DISTRICT PARK,3278.871535759362814,145073.461859392380575
,SUBNEIGHBOURHOOD PARK,280.382468292751355,3532.730314774998078
,SUBNEIGHBOURHOOD PARK,217.448935525056982,2700.317556289823187
,NEIGHBOURHOOD PARK,634.090356567350227,25009.800113950284867
,SUBNEIGHBOURHOOD PARK,118.315778756651554,807.036963594824670
,SUBNEIGHBOURHOOD PARK,137.404441199268319,960.784622908674351
,SUBNEIGHBOURHOOD PARK,108.860537420590532,635.615454702222337
,SUBNEIGHBOURHOOD PARK,282.091283171529142,3730.052738465354196
,SUBNEIGHBOURHOOD PARK,224.323233999729553,3103.774943537443505
,COMMUNITY PARK,1269.661682074498458,96397.677698960309499
,NEIGHBOURHOOD PARK,2171.310911910828054,48874.595997202995932
PUMPHOUSE THEATRE,COMMUNITY PARK,3844.624898120003309,82743.739875094484887
ST ALBERT THE GREAT SCHOOL,COMMUNITY PARK,1305.477266963954435,52516.323894540822948
ROSSCARROCK DEPOT,NEIGHBOURHOOD PARK,652.111463596554358,26763.873898290890793
,SUBNEIGHBOURHOOD PARK,206.121838202862449,2510.198390228305925
,SUBNEIGHBOURHOOD PARK,220.625657068943809,2418.685475446323835
,DISTRICT PARK,2454.615790906523216,128641.723148294520797
ST CATHERINE ELEM,COMMUNITY PARK,1017.864982312783582,62055.872619980866148
,SUBNEIGHBOURHOOD PARK,187.411795008398769,2261.895691685353540
,SUBNEIGHBOURHOOD PARK,161.047300592672912,1574.973509622350093
,SUBNEIGHBOURHOOD PARK,135.897798125333253,960.116289768044908
,SUBNEIGHBOURHOOD PARK,236.352309746865245,1417.988127983488539
,SUBNEIGHBOURHOOD PARK,154.678042563892518,1113.598874900743795
,SUBNEIGHBOURHOOD PARK,122.297003167926846,935.713299262422424
DR E P SCARLETT HIGH SCHOOL; CANYON MEADOWS POOL,COMMUNITY PARK,1626.140020631049310,105204.525425173211261
,SUBNEIGHBOURHOOD PARK,144.585306893304391,1169.767919762248994
,SUBNEIGHBOURHOOD PARK,238.407904578056446,2486.052876328625189
,SUBNEIGHBOURHOOD PARK,143.662990147346875,909.181494001727629
,SUBNEIGHBOURHOOD PARK,241.314400362447373,2452.723114805549812
,SUBNEIGHBOURHOOD PARK,233.435328767355429,3368.868493266269525
,SUBNEIGHBOURHOOD PARK,185.228957896915091,2065.752261948455725
,LINEAR PARK,770.519296823529771,3714.689965106249929
,LINEAR PARK,148.992986762904110,609.329453729491320
,SUBNEIGHBOURHOOD PARK,197.256068368713983,2425.729465773539232
,NEIGHBOURHOOD PARK,645.842675419851616,25275.476441491420701
,COMMUNITY PARK,1205.351094337309632,85766.048827985592652
,NEIGHBOURHOOD PARK,969.925008442844955,49231.323706031493202
,SUBNEIGHBOURHOOD PARK,157.032877531083074,1341.771874694135704
ACADIA ELEM; DAVID THOMPSON JR HIGH,COMMUNITY PARK,1050.602272747866436,58645.230234593080240
,COMMUNITY PARK,2398.406257213096524,104196.367653494206024
,NEIGHBOURHOOD PARK,1394.758173425781024,28435.549996977759292
,NEIGHBOURHOOD PARK,920.341024579026794,44093.205642571650969
,SUBNEIGHBOURHOOD PARK,205.775722695239097,2355.254825894286114
,NEIGHBOURHOOD PARK,1446.169915552809698,46811.346155635459581
,SUBNEIGHBOURHOOD PARK,192.845329534165558,2127.037331704301323
,NEIGHBOURHOOD PARK,844.573309444662414,28376.912153207536903
,NEIGHBOURHOOD PARK,2556.383326039423991,70083.904924835558631
OUR LADY OF FATIMA ELEM,NEIGHBOURHOOD PARK,929.306682231331479,49821.466749197061290
,SUBNEIGHBOURHOOD PARK,192.866256581976188,2214.088444675146093
,LINEAR PARK,1121.827152829655233,6543.324629627119975
,COMMUNITY PARK,2148.289407913867308,51484.488259294586896
OLYMPIC HEIGHTS ELEM; STRATHCONA CHRISTIE ASPEN COMMUNITY ASSOC,COMMUNITY PARK,1191.920182429309762,77004.798782599464175
CANYON MEADOWS ELEM,NEIGHBOURHOOD PARK,813.853115729211936,44044.790799640628393
,SUBNEIGHBOURHOOD PARK,289.273669293442026,3677.168524337350391
,SUBNEIGHBOURHOOD PARK,235.799161116524431,2329.793797477499538
,NEIGHBOURHOOD PARK,1210.703842844852716,49989.568143930730002
,SUBNEIGHBOURHOOD PARK,180.519117214588476,1377.927214202570212
,SUBNEIGHBOURHOOD PARK,206.554973086639563,2155.289321508601915
,LINEAR PARK,112.319832033399436,663.735200993592798
,NEIGHBOURHOOD PARK,895.937115135400290,45049.191787350129744
90TH AVE DEPOT,PARKS DEPOT,345.289036633968408,6234.710795299873098
CAMBRIAN HEIGHTS ELEM; CAMBRIAN HEIGHTS CMTY ASSOC,NEIGHBOURHOOD PARK,1041.766908756935436,48024.948348743440874
,SUBNEIGHBOURHOOD PARK,209.893051186886794,1981.546748433066796
,COMMUNITY PARK,1342.108162998378020,61035.853027594981540
,SUBNEIGHBOURHOOD PARK,607.865612323773917,8313.265095035245395
CALGARY RUGBY UNION,DISTRICT PARK,1905.637616593383882,159541.812621911405586
,DISTRICT PARK,3063.286431281179375,183604.762276975932764
,COMMUNITY PARK,2813.927634627104908,80175.806636673718458
,COMMUNITY PARK,1874.601134329249589,58426.580825459059270
,SUBNEIGHBOURHOOD PARK,199.335186763337333,2121.417208128897528
,COMMUNITY PARK,2160.355644870010110,81765.368581524846377
,SUBNEIGHBOURHOOD PARK,251.116177914069425,2759.056878704031533
ROBERT WARREN JR HIGH,COMMUNITY PARK,986.999745046720136,53988.492091827291006
,COMMUNITY PARK,926.176082518976386,51804.220704802028195
,SUBNEIGHBOURHOOD PARK,325.213411653332798,3840.716912139317628
,SUBNEIGHBOURHOOD PARK,136.535422587248576,1211.483199026978355
,SUBNEIGHBOURHOOD PARK,132.848890814843060,999.837083500481867
,SUBNEIGHBOURHOOD PARK,159.031900017425954,1483.314499193952543
,SUBNEIGHBOURHOOD PARK,158.729900159557133,1423.534821053921405
ST BRIGID ELEM & JR HIGH,COMMUNITY PARK,2494.706758200155491,112070.422324350045528
,SUBNEIGHBOURHOOD PARK,253.462028074711185,3815.207787086022108
,NEIGHBOURHOOD PARK,1490.098930993453450,34669.342099933739519
,COMMUNITY PARK,1414.414758923275031,47202.063288377619756
,LINEAR PARK,92.993537693516529,444.085315340000307
,SUBNEIGHBOURHOOD PARK,158.417857307164525,1777.647142439152958
,SUBNEIGHBOURHOOD PARK,136.314258161959742,1223.869603532244810
,SUBNEIGHBOURHOOD PARK,185.336504595120516,2147.400722943918936
,SUBNEIGHBOURHOOD PARK,133.289456866014120,1086.020789962278741
,NEIGHBOURHOOD PARK,1318.797973713435113,43087.047595293617633
,SUBNEIGHBOURHOOD PARK,297.351240576367672,2834.111641264079481
,SUBNEIGHBOURHOOD PARK,322.570202141720301,2993.621942998549912
,SUBNEIGHBOURHOOD PARK,424.647923008218868,2972.870922395335128
ERIN WOODS ELEM,COMMUNITY PARK,1275.169269689114572,84731.643492792863981
,SUBNEIGHBOURHOOD PARK,220.078449889255950,2335.077208288498696
LORD BEAVERBROOK HIGH SCHOOL; ACADIA RECREATION COMPLEX; FFCA ALICE M CURTIS CAMPUS,COMMUNITY PARK,1686.394420924303631,114858.913252626458416
,SUBNEIGHBOURHOOD PARK,134.585458467157963,1056.833586553092800
,SUBNEIGHBOURHOOD PARK,215.525696641720089,2193.168407222663063
,SUBNEIGHBOURHOOD PARK,129.765543897042562,1098.898972370263664
,SUBNEIGHBOURHOOD PARK,371.059209562697333,3786.423597432831684
,SUBNEIGHBOURHOOD PARK,239.852924929648736,2055.425314150608756
ST KATERI TEKAKWITHA ELEM,NEIGHBOURHOOD PARK,788.204124006633151,34728.060648773076537
,SUBNEIGHBOURHOOD PARK,597.665300787129809,6070.852141087159907
,SUBNEIGHBOURHOOD PARK,225.310402761405271,2726.649490067463830
,NEIGHBOURHOOD PARK,951.839199904921429,33868.288583708810620
,NEIGHBOURHOOD PARK,819.727901201492955,38353.372299403832585
,SUBNEIGHBOURHOOD PARK,409.693386277760851,2873.967082156151264
ST BEDE ELEM; BEDDINGTON ELEM,COMMUNITY PARK,1521.241520401918024,95785.909883780463133
,SUBNEIGHBOURHOOD PARK,153.512508098536046,1457.849363524630235
SENATOR PATRICK BURNS JR HIGH; CHICOUTIMI FIELD,COMMUNITY PARK,1510.225625005981328,99089.258040956920013
,LINEAR PARK,1784.589464446273951,15807.587000914232704
,SUBNEIGHBOURHOOD PARK,164.805906900764796,1314.968903710395807
,SUBNEIGHBOURHOOD PARK,196.869599283737188,2190.333344667213169
,SUBNEIGHBOURHOOD PARK,200.781902936333410,2325.234245794873914
,SUBNEIGHBOURHOOD PARK,440.386277175835573,3650.015602509940436
,SUBNEIGHBOURHOOD PARK,203.437498101786247,2013.637650685758672
,SUBNEIGHBOURHOOD PARK,91.176620960331434,380.903113438596961
,SUBNEIGHBOURHOOD PARK,231.384016183760423,2554.893858714902763
,SUBNEIGHBOURHOOD PARK,180.983968558837063,1509.823830856135828
,DISTRICT PARK,11912.708461382015230,761279.705347563489340
,COMMUNITY PARK,1388.933463554672244,60574.120758199329430
,NEIGHBOURHOOD PARK,1264.598909699862588,40753.890886864734057
,LINEAR PARK,1084.534196858838868,5914.270162997286207
,NEIGHBOURHOOD PARK,1384.654524463473081,29522.938831224299065
,NON-PARK,105.378904452302578,553.395932181926128
,LINEAR PARK,1227.104262125442801,10058.160635738424389
,COMMUNITY PARK,2101.246691664126502,80956.739777372669778
,SUBNEIGHBOURHOOD PARK,249.120487411935471,2595.405234699355788
,SUBNEIGHBOURHOOD PARK,164.687709218586775,1083.501953632303866
,SUBNEIGHBOURHOOD PARK,233.534523268845618,3211.566661380914411
,SUBNEIGHBOURHOOD PARK,194.485030295979527,2214.015096351674401
,LINEAR PARK,1091.537940932492120,13411.258878568412911
,COMMUNITY PARK,1424.316896297369112,61711.562261146391393
,SUBNEIGHBOURHOOD PARK,208.004669460659500,2360.318613142648246
INGLEWOOD SWIMMING POOL,SUBNEIGHBOURHOOD PARK,208.449875282116494,2308.305684212632514
,LINEAR PARK,111.702390471972393,723.501454699822602
,LINEAR PARK,94.362408703643894,550.111104056101908
,COMMUNITY PARK,2296.408933806309051,80228.109949728212086
NORTH TRAIL HIGH SCHOOL,COMMUNITY PARK,1220.143360344414305,87950.456768935502623
,COMMUNITY PARK,1751.724138020187866,77102.048844150122022
CENTRAL MEMORIAL HIGH; LORD SHAUGHNESSY SR HIGH,COMMUNITY PARK,1304.070458453695665,86483.894537456071703
,COMMUNITY PARK,908.298875556749067,52496.766296031419188
,SUBNEIGHBOURHOOD PARK,278.955886996597599,3353.292873906350451
,SUBNEIGHBOURHOOD PARK,211.474352167038745,2317.846654078335177
DR E W COFFIN ELEM,COMMUNITY PARK,1229.419639607711588,64804.889789862063481
,SUBNEIGHBOURHOOD PARK,255.542372289146783,3977.264351238275140
HAMPTONS SCHOOL,DISTRICT PARK,1534.190988304258781,126367.642522156456835
SCENIC ACRES SPORTS ARENA,NON-PARK,646.388235025563404,21531.244948561430647
DR GEORGE STANLEY SCHOOL,COMMUNITY PARK,1030.945071979925842,64005.128879775402311
,NON-PARK,337.852375052878756,1592.156883556901221
,NEIGHBOURHOOD PARK,769.204628137568307,31703.173714915807068
,SUBNEIGHBOURHOOD PARK,286.373375515570103,3431.281904298936752
,SUBNEIGHBOURHOOD PARK,145.528120963873221,1302.144633630384533
,SUBNEIGHBOURHOOD PARK,219.989405246373678,1679.761769651908480
,SUBNEIGHBOURHOOD PARK,189.424933282704075,1924.202040891360639
,SUBNEIGHBOURHOOD PARK,155.415833143463828,1555.888170421844961
CITADEL PARK SCHOOL,COMMUNITY PARK,2690.633363710538561,98047.042242286799592
,SUBNEIGHBOURHOOD PARK,195.077997545340963,2194.940866499629010
,SUBNEIGHBOURHOOD PARK,193.045749055078176,2191.200083613287461
,LINEAR PARK,175.240181493724094,905.935483675556043
,SUBNEIGHBOURHOOD PARK,194.136713652326790,2142.209405621774749
,SUBNEIGHBOURHOOD PARK,192.018695015223187,2063.579615515765454
,SUBNEIGHBOURHOOD PARK,237.174003714510093,2130.666219300884677
,SUBNEIGHBOURHOOD PARK,250.436490874581608,3475.222835557093276
,NEIGHBOURHOOD PARK,785.776819335799246,29063.815082134067779
MONSIGNOR J J O'BRIEN ELEM & JR HIGH,COMMUNITY PARK,1925.234402084148769,60910.738891581531789
,SUBNEIGHBOURHOOD PARK,145.725378544127835,1361.561324253832709
,SUBNEIGHBOURHOOD PARK,1063.721034793223453,2965.730518762948122
,SUBNEIGHBOURHOOD PARK,187.799226107629295,2037.110608530128957
,SUBNEIGHBOURHOOD PARK,216.986641599916226,3035.074522789114326
,SUBNEIGHBOURHOOD PARK,402.850008188009895,4988.825441235575454
,SUBNEIGHBOURHOOD PARK,222.670284323442161,2949.414485271227477
,SUBNEIGHBOURHOOD PARK,254.509407789685099,3064.699927555171598
GUARDIAN ANGEL ELEM,COMMUNITY PARK,1762.418265445997804,91232.998865648332867
,SUBNEIGHBOURHOOD PARK,189.202955567691987,2078.581597684882126
,SUBNEIGHBOURHOOD PARK,659.061706572317689,2467.760938101258489
,NEIGHBOURHOOD PARK,910.441365529883001,43580.804220087266003
,SUBNEIGHBOURHOOD PARK,236.860836156935676,2761.585918043461334
12A GREENWAY,REGIONAL PARK,5314.331350129506063,261079.494816071673995
,DISTRICT PARK,3788.856373539315427,153572.231221758178435
,COMMUNITY PARK,2334.408088577396938,98821.702519868180389
